title,year,duration,country,avg_vote,votes
This Is Our Christmas,2018,79,USA,3.5,117
S.W.A.T. - Sotto assedio,2017,89,USA,4.6,2377
The Strange Ones,2017,81,USA,5,2304
They're Inside,2019,83,USA,4.2,707
Hide the Monster,2016,79,USA,6.2,280
Last Flag Flying,2017,125,USA,6.9,21894
Kill Bill: The Whole Bloody Affair,2011,247,USA,8.8,5332
She's Just a Shadow,2019,118,USA,3.9,167
American Exit,2019,86,USA,4.8,338
Obsession,2019,90,USA,4.9,338
All Light Will End,2018,84,USA,4,1050
Natale a casa Anderson,2016,90,USA,4.3,305
Use Me,2019,91,USA,4.1,410
C'era una volta Steve McQueen,2019,91,USA,6.2,3605
Apparition,2019,83,USA,3,538
La madre sbagliata,2017,86,USA,5.5,339
CarousHELL,2016,70,USA,5.2,103
Loophole,2019,86,USA,2.3,388
Madness in the Method,2019,99,USA,5.8,1545
Untogether,2018,98,USA,5.1,1169
Sotto sequestro,2018,100,USA,5.4,2684
The Falls: Covenant of Grace,2016,119,USA,6.9,693
Ricomincio da nudo,2017,96,USA,5.4,16639
The Best People,2017,83,USA,4.6,124
The Axiom,2018,98,USA,5.6,3907
Hell's Kitty,2018,98,USA,3.5,167
Professor Mack,2019,83,USA,4.3,128
Princess Cyd,2017,96,USA,6.7,2798
Camper Killer,2018,95,USA,3.7,1851
A Question of Faith,2017,104,USA,5.8,957
Gook,2017,94,USA,7,2176
Flock of Four,2017,80,USA,6.1,124
Il primo match,2018,102,USA,6.3,1888
Before I Die,2016,142,USA,5.6,233
Acrimony,2018,120,USA,5.8,7607
Light of My Life,2019,119,USA,6.6,9313
"Rich Boy, Rich Girl",2018,108,USA,4.4,248
Kinky,2018,93,USA,3,164
Spent,2017,100,USA,4.7,229
Galaxy Lords,2018,96,USA,2.9,155
[Cargo],2018,80,USA,2.5,359
Amityville Exorcism,2017,77,USA,4.3,1151
Qui e ora,2018,91,USA,4.4,1158
Bitch,2017,93,USA,5.1,1715
Imprisoned,2018,104,USA,5.1,130
Unwanted,2017,73,USA,3.5,148
Delaware Shore,2018,98,USA,9.1,507
Boris and the Bomb,2019,118,USA,4.7,114
I See You,2019,98,USA,6.8,20948
Mad Families,2017,90,USA,4.1,1169
From Hell to the Wild West,2017,77,USA,3,129
Haunting on Fraternity Row,2018,99,USA,3.9,826
The Hatred,2017,90,USA,3.6,1990
Antiquities,2018,93,USA,6.5,1322
Rock Steady Row,2018,77,USA,4.7,208
Hooked,2017,92,USA,4.9,465
Brotherly Love,2017,118,USA,5.1,130
Different Flowers,2017,99,USA,5.2,463
Still,2018,96,USA,5.2,829
Assholes,2017,74,USA,4.3,228
Madeline's Madeline,2018,93,USA,6.4,3293
Ride,2018,98,USA,5.3,105
It's All Good,2016,96,USA,6.8,160
Jackals - La setta degli sciacalli,2017,85,USA,5,3316
The Reliant,2019,140,USA,3.6,1373
In Reality,2018,95,USA,5.1,168
E poi c'è Katherine,2019,102,USA,6.5,26125
Cover Versions,2018,87,USA,5.4,588
Brothers in Arms,2018,100,USA,7.6,136
Hurricane Bianca: From Russia with Hate,2018,85,USA,4.7,2116
The Case for Christ,2017,112,USA,6.3,7536
The Basement,2018,90,USA,4.4,2431
#REALITYHIGH,2017,99,USA,5.2,5370
L'unica,2018,96,USA,6.4,7687
Wild Honey,2017,87,USA,6.1,174
Undecided: The Movie,2016,86,USA,7.2,224
Blood Prism,2017,76,USA,2.6,130
Jurassic School,2017,85,USA,3.2,342
Asher,2018,104,USA,5.4,2398
Kuso,2017,94,USA,5,1353
La genesi di Wonder Woman,2017,108,USA,7.1,22189
La prima notte del giudizio,2018,97,USA,5.2,52322
L'ora dolce dell'amore,2017,90,USA,6.5,944
Uno stalker online,2017,90,USA,4.9,468
Titanic Review,2012,61,USA,8.5,463
Devil's Domain,2016,93,USA,3.4,323
Bullitt County,2018,98,USA,4.8,478
Vuoi cucinare con me?,2018,96,USA,5.7,699
The Black String,2018,93,USA,5.4,669
Skin in the Game,2019,90,USA,4.3,176
6 palloncini,2018,74,USA,5.8,3473
Axcellerator,2020,91,USA,5.1,1097
En el séptimo día,2017,92,USA,6.9,223
Purgatory Road,2017,98,USA,4.5,295
John Wick 3 - Parabellum,2019,130,USA,7.5,258107
F.R.E.D.I.,2018,89,USA,5,806
Pure Country Pure Heart,2017,84,USA,6.3,222
Shadows of the Dead,2016,87,USA,4.4,353
30 Nights,2018,91,USA,4.6,162
The Relationtrip,2017,90,USA,5.8,531
Becks,2017,98,USA,6.3,872
Song of Back and Neck,2018,85,USA,5.5,184
Between the Trees,2018,74,USA,3.4,120
Best F(r)iends: Volume 1,2017,108,USA,5.4,2373
Juanita,2019,90,USA,5.9,1992
Irrational Fear,2017,98,USA,3.6,136
Astro,2018,105,USA,2.1,424
The Nanny,2018,80,USA,4.1,972
Chasing the Blues,2017,77,USA,7,419
Virginia Minnesota,2018,98,USA,5.4,149
A Violent Man,2017,107,USA,5.8,494
Grace - Ispirazione cercasi,2018,90,USA,5.8,318
Circus Kane,2017,88,USA,4.5,768
Eruption: LA,2018,86,USA,3.3,228
Savage Youth,2018,100,USA,5.3,305
John Kincaid Unleashed,2017,102,USA,7.8,262
Stirring,2018,86,USA,3.6,468
Couples' Night,2018,92,USA,7.2,802
A Haunting at Silver Falls 2,2019,79,USA,3.2,235
The League of Legend Keepers: Shadows,2019,72,USA,5.2,764
Beast of Burden - Il trafficante,2018,89,USA,3.5,2518
Avengers of Justice: Farce Wars,2018,87,USA,2.3,342
"Standing Up, Falling Down",2019,91,USA,6.4,903
Paint It Red,2019,81,USA,4.5,143
Feedback,2017,108,USA,6.8,100
Demons,2017,105,USA,4.8,776
St. Agatha,2018,103,USA,5.1,4769
Smallfoot: Il mio amico delle nevi,2018,96,USA,6.6,31935
Canal Street,2018,89,USA,4.6,255
Something,2018,86,USA,4.1,190
Brampton's Own,2018,89,USA,5.3,421
The Executioners,2018,93,USA,3.8,519
The Witching,2016,80,USA,3.9,513
Hot Air,2018,99,USA,5,750
Attacco al potere 3 - Angel Has Fallen,2019,121,USA,6.4,72741
Gremlin,2017,90,USA,3.7,803
Do You See Me,2017,85,USA,7.5,375
Say You Will,2017,95,USA,6.7,356
Cross 3,2019,100,USA,2.2,158
Malicious,2018,90,USA,5,3084
The Great War,2019,108,USA,3.7,698
Santa Fake,2019,86,USA,5.4,99
626 Evolution,2017,79,USA,3.6,160
The Crossbreed,2017,85,USA,2.3,287
Hunting Lands,2018,83,USA,5,182
The Samuel Project,2018,92,USA,7.3,100
Volumes of Blood: Horror Stories,2016,118,USA,4.4,145
A Vigilante,2018,91,USA,5.7,6204
It Lives in the Attic,2016,85,USA,3.1,197
Surviving the Wild,2018,87,USA,5.7,179
Mr. Roosevelt,2017,90,USA,6.2,2587
Anything,2017,94,USA,5.9,638
The Russian Bride,2019,101,USA,5.3,2424
1922,2017,102,USA,6.3,49788
Oceans Rising,2017,87,USA,2.4,1644
Ghost Light,2018,102,USA,5.1,437
The Rider - Il sogno di un cowboy,2017,104,USA,7.4,12854
Tyler Perry's Boo 2! A Madea Halloween,2017,101,USA,3.8,3950
Pledge,2018,77,USA,5.4,2619
The Christ Slayer,2019,115,USA,4.5,769
Perfect,2018,88,USA,4,695
Boarding School,2018,111,USA,5.8,2809
Ghostmates,2016,85,USA,4.3,705
Sand Angels,2018,71,USA,7.9,676
The Horse Dancer,2017,114,USA,4.3,218
Faith's Song,2017,103,USA,4,167
Halt: The Motion Picture,2018,110,USA,3.8,123
Sinbad and the War of the Furies,2016,90,USA,2.6,322
Cherokee Creek,2018,118,USA,3.8,554
Oct-31,2017,93,USA,5.8,119
Executor,2017,93,USA,3.8,110
Parallel Chords,2018,98,USA,4.9,121
Rottentail,2018,106,USA,3.5,150
Corsa infernale,2018,79,USA,4.7,1717
To The Beat!,2018,96,USA,4.7,154
Backfire,2017,94,USA,3.4,350
Cinderella and the Secret Prince,2018,90,USA,5.2,518
The Boxcar Children: Surprise Island,2018,81,USA,4.8,129
Locating Silver Lake,2018,110,USA,5.5,234
Snowbound,2017,93,USA,3.1,255
County Line,2017,88,USA,5.7,397
Before All Others,2016,86,USA,5.1,102
Miss Virginia,2019,102,USA,6.8,427
The Ghost Beyond,2018,90,USA,3.1,209
Office Uprising,2018,92,USA,6,8023
Under the Eiffel Tower,2018,87,USA,5.2,666
Followers,2017,82,USA,3.7,245
Clown Motel: Spirits Arise,2019,95,USA,5.2,1065
"Love, Kennedy",2017,92,USA,6.6,417
Getaway,2020,76,USA,4,205
Candy Corn,2019,85,USA,3.9,724
Storia di un fantasma,2017,92,USA,6.9,58011
Dayveon,2017,75,USA,6.4,421
Vice - L'uomo nell'ombra,2018,132,USA,7.2,113257
Blood Country,2017,89,USA,5.5,142
The Void,2016,86,USA,4,152
Holly Star,2018,91,USA,5.1,328
Family,2018,85,USA,6.3,1931
The Clovehitch Killer,2018,109,USA,6.5,15550
In This Gray Place,2018,101,USA,6.2,2628
Door in the Woods,2019,89,USA,3.8,457
Abstruse,2019,117,USA,4.3,549
Daddy Issues,2018,81,USA,4.1,616
Future '38,2017,75,USA,5.7,149
The Mustanger and the Lady,2017,108,USA,6.2,1439
Boy Bye,2016,83,USA,5.4,391
Breaking & Exiting,2018,78,USA,5.6,1620
The Banker,2020,120,USA,7.3,14167
Patty Cake$,2017,109,USA,6.8,9381
Caged Beauty,2016,101,USA,3.7,207
Wheeler,2017,100,USA,5.9,394
Interferenze,2018,88,USA,6.2,8722
Witch-Hunt,2017,81,USA,5.5,213
Stray,2019,89,USA,4.8,643
The Intruder,1975,87,USA,4.5,133
Broken Ghost,2017,90,USA,5,311
Beach Rats,2017,98,USA,6.4,11833
George Takei's Allegiance,2016,130,USA,8.6,189
Adam,2019,95,USA,3.5,1381
William,2019,100,USA,5.5,396
"Empathy, Inc.",2018,97,USA,5.1,334
Agramon's Gate,2019,110,USA,4.6,500
Spider-Man: Far from Home,2019,129,USA,7.5,304708
DeadThirsty,2017,120,USA,2.6,111
Taco Shop,2018,85,USA,4,136
Secret Santa,2018,89,USA,5.1,675
A Simple Wedding,2018,88,USA,5.3,502
Mr. Plinkett's Indiana Jones and the Kingdom of the Crystal Skull Review,2011,70,USA,8.7,566
You're Not Alone,2020,92,USA,3.6,128
Menashe,2017,82,USA,6.5,1909
Hickok,2017,88,USA,4.7,2595
Tradimento mortale,2017,87,USA,3.3,171
Icebox,2018,88,USA,5.8,641
Anne,2018,80,USA,4.4,436
Spivak,2018,91,USA,5.5,540
Creed II,2018,130,USA,7.1,99570
Run with the Hunted,2019,93,USA,7.5,1139
Disney's Newsies: The Broadway Musical,2017,149,USA,8.5,1953
Hala,2019,94,USA,5.8,1488
Sniper - Scontro totale,2017,90,USA,5.6,3104
Mr. Plinkett's Star Trek 2009 Review,2010,67,USA,8.2,297
Please Come with Me,2019,92,USA,4.6,133
Code Name: Dynastud,2018,94,USA,3.4,223
Camp Wedding,2019,97,USA,3.5,337
Party Bus to Hell,2017,81,USA,4.6,1797
Swamp Ape,2017,59,USA,2.9,217
Nozze d'inverno,2017,90,USA,5.1,396
Cattive gemelle,2016,90,USA,5.3,465
29 to Life,2018,100,USA,5.2,331
The Song of Sway Lake,2018,94,USA,6,431
Malvagi,2019,90,USA,6.2,6698
Last Ferry,2019,86,USA,5.9,1433
Edge of Isolation,2018,89,USA,3.3,244
3 Days with Dad,2019,94,USA,3.9,187
Viper Club,2018,109,USA,5.5,498
Hooker with a Hacksaw,2017,70,USA,2.8,115
Firebringer,2016,134,USA,8.1,292
Il resort dell'amore,2017,86,USA,5.5,703
Spell,2018,87,USA,5.7,308
Newness,2017,117,USA,6.4,12827
Possession Diaries,2019,93,USA,1.9,126
Big Legend,2018,89,USA,4.9,2231
The Portal,2017,75,USA,5.4,186
Holiday Inn: The New Irving Berlin Musical - Live,2017,128,USA,7.4,145
1985,2018,85,USA,7,1696
Purge of Kingdoms: The Unauthorized Game of Thrones Parody,2019,85,USA,2.3,398
Anonymous 616,2018,80,USA,5.2,1336
La ballata di Buster Scruggs,2018,133,USA,7.3,115086
Ten,2017,82,USA,4.6,207
The Luring,2019,95,USA,3.1,188
Fast Color,2018,100,USA,6,4104
Little Woods,2018,105,USA,6.1,2286
Chameleon,2019,80,USA,5.3,705
Proud Mary,2018,89,USA,4.9,8442
Destruction Los Angeles,2017,93,USA,4.3,1021
Il sole è anche una stella,2019,100,USA,5.8,5569
Buon anniversario,2018,78,USA,5.7,3630
Killer Unicorn,2018,74,USA,3.1,134
Betsy,2018,81,USA,3.4,125
Anna,2017,97,USA,2.3,380
Justice League: Dawn of Apokolips,2017,60,USA,6.3,298
Unlawful Justice,2018,81,USA,6.3,136
My Brother the Time Traveler,2017,90,USA,6,307
Legacy,2020,98,USA,3.8,231
Blaze,2018,129,USA,6.6,2558
Brothers in Arms,2017,90,USA,5.5,128
The Parting Glass,2018,95,USA,5.5,297
Una canzone per mio padre,2018,110,USA,7.3,13683
The Hurt,2018,92,USA,3.1,178
End Trip,2018,85,USA,6,728
Nostalgia,2018,114,USA,5.5,1010
Messenger of Wrath,2017,125,USA,1.5,553
Killer Christmas,2017,84,USA,3.1,161
Deviant,2017,88,USA,2.2,113
Sylvio,2017,80,USA,6.1,349
My Daddy's in Heaven,2017,92,USA,4.6,168
Evil Bong 666,2017,65,USA,4,169
Threesomething,2018,75,USA,3.4,189
Ask for Jane,2018,108,USA,5.4,165
Epiphany,2019,85,USA,4.4,236
The Head Hunter,2018,72,USA,5.3,4695
The Private Life of a Modern Woman,2017,71,USA,3.7,132
A un metro da te,2019,116,USA,7.2,38320
Ring Ring,2019,72,USA,4.2,391
Pledges,2018,77,USA,2.6,170
Tyler Perry's: Madea on the Run,2017,134,USA,4.8,312
They Reach,2020,87,USA,3.9,481
La seconda vita di Anders Hill,2018,98,USA,6.2,5894
Land Shark,2017,80,USA,2.4,139
Monster X,2017,70,USA,4.7,222
Enuattii,2017,83,USA,3.2,104
Little Women,2018,112,USA,5.1,1070
Like Arrows,2018,100,USA,6.4,360
Another Plan from Outer Space,2018,98,USA,3,114
Rideshare,2018,99,USA,5,723
Danger One,2018,101,USA,6.3,2111
Sadie,2018,96,USA,5.9,359
Nancy,2018,85,USA,6.2,2440
Indivisible,2018,119,USA,5.8,1038
Piercing,2018,81,USA,5.6,5680
Cold Zone,2017,85,USA,3.5,591
Open 24 Hours,2018,102,USA,5.3,875
Jay and Silent Bob Reboot,2019,105,USA,5.7,17551
Never Heard,2018,89,USA,5.3,383
Woodstock or Bust,2018,90,USA,4.1,151
Haunt,2019,92,USA,6.3,16775
Summer of '67,2018,83,USA,5,160
Morte tra i banchi,2018,90,USA,4,452
The Mandela Effect,2019,80,USA,5.7,1896
You Can Choose Your Family,2018,109,USA,6,1038
Life Like,2019,95,USA,5.4,1644
Monster Party,2018,89,USA,5.4,3052
Batman and Harley Quinn,2017,74,USA,5.9,11064
American Pets,2018,86,USA,4.6,259
Ultra Low,2018,117,USA,7.7,264
Selfie Dad,2020,97,USA,3.4,124
Sweetheart,2019,82,USA,5.8,4970
Native Son,2019,104,USA,5.7,1917
Most Likely to Murder,2018,90,USA,5.2,895
Death Game,2017,83,USA,5.9,109
Sleeping Beauties,2017,81,USA,3.1,226
Gags The Clown,2018,89,USA,4.6,410
The Ring Thing,2017,106,USA,4.6,176
Phoenix Forgotten,2017,87,USA,5.3,5442
Alien Domicile,2017,88,USA,3.4,355
The Fast and the Fierce,2017,86,USA,2.4,551
Trolls World Tour,2020,90,USA,6.1,11890
Strategy and Pursuit,2018,92,USA,7.2,250
Hesperia,2019,80,USA,4.5,157
Mustang Island,2017,86,USA,6.2,332
The Ranger,2018,77,USA,5.1,1784
Take Me,2017,83,USA,6.1,4108
American Guinea Pig: The Song of Solomon,2017,86,USA,4.7,280
Rust Creek,2018,108,USA,5.8,5113
Changeland,2019,86,USA,5.7,1487
Encounter - Il contatto,2018,89,USA,3.8,782
The Bygone,2019,115,USA,6.1,1344
The Favorite,2019,108,USA,5.5,335
Beloved Beast,2018,173,USA,3.2,155
Wally Got Wasted,2018,99,USA,4.5,292
Penny Palabras,2018,99,USA,3,142
7 sconosciuti a El Royale,2018,141,USA,7.1,123415
Una figlia di troppo,2017,90,USA,4.9,242
Jinn,2018,92,USA,5.5,297
A Quiet Place - Un posto tranquillo,2018,90,USA,7.5,391417
Space Babes from Outer Space,2017,81,USA,4.2,435
Making Babies,2018,86,USA,5.5,521
Blue,2018,90,USA,6.3,345
Hollywood Dirt,2017,85,USA,6.2,1012
Ahockalypse,2018,79,USA,3.7,138
God's Not Dead: A Light in Darkness,2018,105,USA,4.5,3252
Every Time I Die,2019,98,USA,5.1,858
What They Had,2018,101,USA,6.6,3090
The Open Door,2017,110,USA,4.7,105
Con Man,2018,100,USA,4.6,615
Frammenti di memoria,2017,82,USA,5.1,222
Who We Are Now,2017,95,USA,6.4,874
CarGo,2017,96,USA,3.1,455
After Everything,2018,95,USA,6.3,1036
Stray Dolls,2019,97,USA,4.5,323
One Winter Night,2019,130,USA,4,132
Chasing Bullitt,2018,90,USA,4.7,202
Baja,2018,106,USA,4.5,208
The Riot Act,2018,101,USA,4.4,206
Diane,2018,95,USA,6.7,1161
The Jurassic Games,2018,86,USA,3.8,2075
Dead Water,2019,89,USA,3.4,504
Strapped for Danger,2017,73,USA,4.6,124
Emerson Heights,2020,96,USA,5.2,122
Come As You Are,2019,106,USA,6.8,1218
Playing with Dolls: Havoc,2017,78,USA,3.8,228
Shockwave,2017,90,USA,5,1340
Tyrel,2018,86,USA,5.3,1057
Lazer Team 2,2017,86,USA,6.4,3087
Love in Kilnerry,2019,100,USA,9.3,1239
The Green Fog,2017,63,USA,6.9,588
Find Me,2018,104,USA,6.2,502
Dolci scelte,2018,92,USA,5.8,4145
Lost Transmissions,2019,105,USA,5,563
Street Survivors: The True Story of the Lynyrd Skynyrd Plane Crash,2020,90,USA,5.2,194
Exit 0,2019,95,USA,6.5,1797
Room for Rent,2019,81,USA,5.5,1597
Lake Michigan Monster,2018,78,USA,5.2,165
High Heel Homicide,2017,81,USA,3.5,237
Chained for Life,2018,91,USA,6.6,508
Tortured for Christ,2018,77,USA,7.5,247
Time Freak,2018,104,USA,5.8,6462
American Dreamer,2018,92,USA,6.1,622
Escape Plan 3 - L'ultima sfida,2019,97,USA,4.4,10536
The Campus,2018,84,USA,4.3,786
Obbligo o verità,2018,100,USA,5.2,45088
La scuola serale,2018,111,USA,5.6,32865
Tijuana Jackson: Purpose Over Prison,2018,93,USA,5.7,373
Totem,2017,89,USA,4.5,1522
Will & Liz,2018,75,USA,6,164
Greenlight,2019,71,USA,4.9,164
Nighthawks,2019,90,USA,3.7,416
Ore 15:17 - Attacco al treno,2018,94,USA,5.2,27885
Terrortory 2,2018,100,USA,4.5,274
L'immensità della notte,2019,91,USA,6.7,18996
Saving Christmas,2017,88,USA,3.2,104
The Grave Caller,2017,93,USA,5.3,281
Don't Let Go,2019,103,USA,6.2,4585
Fear Level,2017,92,USA,3.7,529
Doe,2018,98,USA,5.2,260
The Dark Side of the Womb,2017,80,USA,4.2,128
My Name Is Sara,2019,111,USA,5.7,166
Timmy Frana - Qualcuno ha sbagliato,2020,99,USA,6.1,1762
Matrimonio a Long Island,2018,116,USA,5.1,17692
The Field,2019,92,USA,4.2,208
Expo,2019,80,USA,2.9,296
The Swing of Things,2020,93,USA,2.9,570
We Take the Low Road,2019,99,USA,7.3,464
Vault,2019,99,USA,5.4,1704
7 Days to Vegas,2019,92,USA,5.4,560
Bennett's Song,2018,107,USA,5.5,280
Don't Leave Home,2018,86,USA,5,1161
Undercover Brother 2,2019,84,USA,3.4,457
Coven,2020,80,USA,2.4,118
Til Death Do Us Part,2017,101,USA,4.6,1154
Electric Love,2018,81,USA,5.3,234
Elizabeth Harvest,2018,105,USA,5.8,6228
Alien Domicile 2: Lot 24,2018,73,USA,4.4,344
Devil's Acid,2018,88,USA,2.8,223
#Captured,2017,81,USA,5,741
The Appearance,2018,111,USA,4.7,1010
Book Club - Tutto può succedere,2018,104,USA,6.1,24375
Support the Girls,2018,93,USA,6.4,6160
Don't Run,2019,85,USA,5.2,146
Tango d'amore,2018,82,USA,5.2,166
The True Don Quixote,2019,84,USA,5,159
Arrivederci professore,2018,90,USA,6.7,21068
Outlaws Don't Get Funerals,2019,99,USA,3.4,117
Clyde Cooper,2018,81,USA,4.6,217
Perception,2018,102,USA,4.9,201
A Kid Like Jake,2018,92,USA,5.4,2896
"A Bread Factory, Part One",2018,122,USA,7,260
The Infiltrators,2019,95,USA,5.8,174
To the Stars,2019,109,USA,6.1,849
BROS.,2017,82,USA,5.9,1391
"A Bread Factory, Part Two",2018,120,USA,6.9,197
Alien Reign of Man,2017,84,USA,2.2,468
Itsy Bitsy,2019,94,USA,4.9,2590
2nd Chance for Christmas,2019,85,USA,4.9,162
Make America White Again,2020,103,USA,1.8,109
Happiness Adjacent,2018,96,USA,5.9,122
A Boy. A Girl. A Dream.,2018,89,USA,4.7,371
Hollow Body,2018,92,USA,3.7,255
My Name Is Myeisha,2018,82,USA,5.5,99
The Midnight Matinee,2017,46,USA,3.7,115
The God Inside My Ear,2017,97,USA,4.9,157
Lilith,2018,82,USA,3,114
I'll Be Watching,2018,87,USA,5.6,288
Stella's Last Weekend,2018,102,USA,6.4,753
Mope,2019,105,USA,5.1,339
All Square,2018,93,USA,5.9,359
La mia nemica Chloe,2017,90,USA,5.1,240
Prodigy,2018,111,USA,3.4,228
Puzzle,2018,103,USA,6.7,5930
Eye for an Eye,2019,98,USA,6.2,565
The Night Sitter,2018,88,USA,4.8,732
Impact Event,2018,102,USA,2.7,102
Strawberry Flavored Plastic,2019,107,USA,3.9,119
Warrior Pride,2018,136,USA,6.8,107
Sex Weather,2018,89,USA,3.2,261
L'ultima ora,2019,90,USA,3.6,199
Duck Butter,2018,93,USA,5.3,2882
The Outer Wild,2018,85,USA,3.4,342
Hospitality,2018,80,USA,4.7,252
Segfault,2018,90,USA,6.3,807
The Nightmare Gallery,2019,94,USA,3.8,503
Mollywood,2019,91,USA,2.5,102
On Pointe,2018,98,USA,4.2,232
Deep Murder,2019,95,USA,4.2,499
Mayday,2019,76,USA,4.2,658
Wanderland,2018,90,USA,5.4,166
Clickbait,2019,80,USA,4.9,2107
The Amityville Murders,2018,97,USA,4.7,1519
Joel,2018,85,USA,4.2,186
Snake Outta Compton,2018,89,USA,2.8,430
Cold Brook,2018,100,USA,5.9,414
Curse of the Nun,2019,80,USA,2.8,770
Philophobia: or the Fear of Falling in Love,2019,85,USA,4.2,282
Pet Names,2018,75,USA,6,112
Share,2019,87,USA,5.6,1536
Shangri-La: Near Extinction,2018,95,USA,3,180
Nemesis 5: The New Model,2017,81,USA,4.5,500
L'identità rubata,2018,87,USA,5.5,378
Paul Simon the Concert in Hyde Park,2017,132,USA,3.6,191
Lowlife,2017,96,USA,6.2,1990
Eighth Grade - Terza media,2018,93,USA,7.4,58961
Ragazze nel pallone - Sfida mondiale,2017,95,USA,4.3,1241
Anastasia: Once Upon a Time,2020,89,USA,3.3,187
Betrayed,2018,98,USA,5.3,1877
Lost Holiday,2019,75,USA,4.8,294
Before the Dawn,2019,105,USA,6,347
Honey: Rise Up and Dance,2018,100,USA,5.2,621
Twelve,2019,92,USA,6.1,303
Mr. Malevolent,2018,90,USA,4.2,538
L'uomo che uccise Hitler e poi il Bigfoot,2018,98,USA,5.7,9564
Velvet Buzzsaw,2019,113,USA,5.7,51660
The Cleaning Lady,2018,90,USA,5.4,2006
Talon Falls,2017,75,USA,4.4,651
An Acceptable Loss - Decisione estrema,2018,102,USA,5.3,1042
Flesh Blanket,2018,86,USA,2.6,102
A Madea Family Funeral,2019,109,USA,4.4,3590
The Great Alaskan Race,2019,87,USA,5.2,281
The Houses October Built 2,2017,101,USA,5.1,2372
Urban Country,2018,88,USA,4.8,199
Instrument of War,2017,90,USA,6.1,488
Atto di fede,2019,116,USA,6.2,7728
Nowhere Mind,2018,105,USA,4.6,217
Devil's Night: Dawn of the Nain Rouge,2020,96,USA,2.9,101
Il combattente - Donnybrook,2018,101,USA,5.3,1603
Stretch Marks,2018,92,USA,5.7,428
Already Gone,2019,92,USA,4,181
Bad Apples,2018,85,USA,4.7,1163
Jezebel,2019,88,USA,5.7,314
Coffee with Ana,2017,72,USA,4.4,104
When Jeff Tried to Save the World,2018,93,USA,5.7,349
Afterburn/Aftershock,2017,99,USA,5.3,679
To Dust,2018,105,USA,5.9,863
Ode to Passion,2020,128,USA,5.8,374
Ghost in the Graveyard,2019,92,USA,4.9,1550
Elephants,2018,91,USA,5.9,280
Se la strada potesse parlare,2018,119,USA,7.1,39478
Triggered,2019,114,USA,5.7,170
Stillwater,2018,92,USA,5.1,507
Useless Humans,2020,77,USA,4.2,219
Bonehill Road,2017,106,USA,5.7,2597
The Demonologist,2019,100,USA,5,633
Present Laughter,2017,135,USA,7.4,150
Shadows in Mind,2019,92,USA,5.3,254
I Like Me,2018,83,USA,5.9,265
The Elf,2017,90,USA,4.1,1074
Destroyer,2018,121,USA,6.2,23655
Against the Night,2017,85,USA,4.6,802
Un giorno di pioggia a New York,2019,92,USA,6.6,25038
The Siren,2019,80,USA,4.6,378
Kiss and Kill,2017,81,USA,2.6,345
Onward - Oltre la magia,2020,102,USA,7.4,76905
Prince Harming,2019,115,USA,5.6,263
The Unicorn,2018,88,USA,5.1,773
Edge of Fear,2018,91,USA,4.4,2089
Unsane,2018,98,USA,6.4,38858
Vlogworthy,2017,75,USA,4.6,138
Back Fork,2019,98,USA,5.8,316
Hearts Beat Loud,2018,97,USA,6.9,9320
Unintended,2018,92,USA,5.3,172
Una collega pericolosa,2018,86,USA,3.9,198
A Time for Heaven,2017,87,USA,6.1,108
The View from Here,2017,102,USA,5.7,144
